Date,BC_Zone,av_bol,Station
2012/01/23,Vail & Summit County,1,Vail Mountain
2012/01/22,Vail & Summit County,1,Vail Mountain
2012/01/21,Vail & Summit County,1,Vail Mountain
2012/01/19,Vail & Summit County,1,Vail Mountain
2012/01/18,Vail & Summit County,1,Vail Mountain
2012/01/17,Vail & Summit County,1,Vail Mountain
2012/01/13,Vail & Summit County,1,Vail Mountain
2012/01/11,Vail & Summit County,1,Vail Mountain
2012/01/03,Vail & Summit County,1,Vail Mountain
2011/11/30,Vail & Summit County,1,Vail Mountain
2011/11/29,Vail & Summit County,1,Vail Mountain
2011/11/23,Vail & Summit County,1,Vail Mountain
2011/11/14,Vail & Summit County,1,Vail Mountain
