,Date,BC_Zone,Elev,Asp,Type,Trigger,Rsize,Dsize,Avg_Slope_Angle,Start_Zone_Elev,Start_Zone_Elev_units,Sliding_Sfc,Weak_Layer,Weak_Layer_Type,Avg_Width,Max_Width,Width_units,av_bol
10309,2017/01/14,Northern San Juan,>TL,NW,SS,N,R3,D3,,,,,,,,,,1
10310,2017/01/14,Northern San Juan,>TL,SE,SS,N,R4,D3.5,,,,,,,,,,1
10318,2017/01/14,Northern San Juan,TL,NE,SS,N,R3,D2.5,,,,,,,,,,1
10325,2017/01/14,Northern San Juan,>TL,S,SS,N,R3,D2.5,,,,,,,1300.0,1000.0,ft,1
10327,2017/01/14,Northern San Juan,>TL,E,HS,N,R4,D3,,,,,,,,,,1
10330,2017/01/14,Northern San Juan,<TL,NW,SS,N,R3,D2,,9400.0,ft,,,,,,,1
10352,2017/01/14,Northern San Juan,>TL,S,,,R4,D3,,,,,,,,,,1
10357,2017/01/13,Gunnison,TL,NW,HS,N,R5,D4,,,,,,,,,,1
10375,2017/01/12,Vail & Summit County,>TL,S,SS,N,R4,D3.5,,12200.0,ft,,,,,,,1
10394,2017/01/11,Northern San Juan,<TL,W,SS,AL,R3,D3,,,,,,,,,,1
10406,2017/01/10,Front Range,>TL,SE,SS,AX,R3,D2.5,,,,,,,,,,1
10409,2017/01/10,Northern San Juan,>TL,SE,HS,N,R3,D2.5,,,,,,,,,,1
10411,2017/01/10,Gunnison,>TL,SE,,N,R4,D3.5,,,,,,,,,,1
10412,2017/01/10,Gunnison,>TL,SW,,N,R4,D3,,,,,,,,,,1
10413,2017/01/10,Gunnison,>TL,S,,N,R4,D3,,,,,,,,,,1
10420,2017/01/10,Northern San Juan,>TL,E,SS,N,R3,D3,,,,S,,,,,,1
10431,2017/01/10,Northern San Juan,>TL,NE,SS,AH,R3,D3,,,,,,,,,,1
10434,2017/01/10,Northern San Juan,<TL,W,SS,N,R3,D3,,,,,,,,,,1
10442,2017/01/10,Front Range,>TL,S,SS,N,R3,D2.5,,,,,,,,,,1
10449,2017/01/10,Northern San Juan,U,U,U,N,R3,D2,,,,,,,210.0,,ft,1
10472,2017/01/09,Northern San Juan,<TL,E,U,N,R3,D1.5,,,,,,,,,,1
10476,2017/01/09,Southern San Juan,<TL,SE,SS,N,R4,D2,,,,,,,,,,1
10486,2017/01/08,Northern San Juan,<TL,E,C,N,R3,D2.5,,,,G,Layer,Faceted Crystals,,200.0,ft,1
10491,2017/01/07,Gunnison,<TL,N,HS,AS,R3,D2,35.0,10400.0,ft,,,,150.0,,ft,1
10499,2017/01/07,Gunnison,TL,N,HS,AE,R4,D3,,,,,,,165.0,,ft,1
10505,2017/01/06,Aspen,>TL,NE,SS,N,R3,D3,,12800.0,ft,,,,1000.0,,ft,1
10511,2017/01/06,Southern San Juan,TL,NE,SS,N,R4,D2.5,,,,,,,,,,1
10525,2017/01/06,Aspen,<TL,N,SS,N,R3,D1,,10600.0,ft,,,,100.0,,ft,1
10526,2017/01/06,Aspen,TL,N,SS,N,R3,D2,40.0,11200.0,ft,,,,800.0,1000.0,ft,1
10544,2017/01/06,Northern San Juan,<TL,NE,SS,AL,R3,D2.5,,,,,,,,,,1
10546,2017/01/06,Northern San Juan,>TL,S,SS,AA,R3,D3,,,,,,,,,,1
10552,2017/01/06,Front Range,TL,NE,HS,N,R3,D2.5,,,,,,,200.0,300.0,ft,1
10559,2017/01/05,Southern San Juan,<TL,SE,SS,N,R4,D3,,,,,,,,,,1
10562,2017/01/05,Southern San Juan,<TL,NE,SS,AL,R3,D2,,,,,,,,,,1
10563,2017/01/05,Southern San Juan,<TL,E,SS,AL,R3,D1.5,,,,,,,,,,1
10566,2017/01/05,Northern San Juan,<TL,S,SS,AL,R3,D2,,,,,,,,,,1
10568,2017/01/05,Northern San Juan,<TL,SE,SS,AL,R3,D2,,,,,,,,,,1
10570,2017/01/05,Front Range,>TL,SE,SS,AX,R3,D2.5,,,,,,,,,,1
10573,2017/01/05,Front Range,<TL,NE,SS,AL,R3,D2,33.0,11040.0,ft,I,Unknown,Unknown,,,,1
10574,2017/01/05,Southern San Juan,TL,E,SS,AA,R4,D2.5,,,,,,,,,,1
10575,2017/01/05,Southern San Juan,TL,E,SS,AA,R3,D2.5,,,,,,,,,,1
10577,2017/01/05,Southern San Juan,TL,SE,SS,AA,R3,D2.5,,,,,,,,,,1
10580,2017/01/05,Southern San Juan,TL,W,SS,N,R4,D2.5,,,,,,,,,,1
10583,2017/01/05,Northern San Juan,>TL,S,SS,N,R3,D3,,,,,,,,,,1
10584,2017/01/05,Northern San Juan,>TL,S,SS,N,R3,D3,,,,,,,,,,1
10586,2017/01/05,Front Range,>TL,E,SS,AX,R3,D2,31.0,12400.0,ft,I,Unknown,Unknown,,,,1
10587,2017/01/05,Southern San Juan,<TL,N,SS,N,R3,D1.5,,,,,,,,,,1
10588,2017/01/05,Southern San Juan,<TL,NW,SS,N,R3,D2,,,,,,,,,,1
10589,2017/01/05,Southern San Juan,TL,E,SS,N,R4,D2.5,,,,,,,,,,1
10592,2017/01/05,Southern San Juan,TL,E,SS,N,R3,D2,,,,,,,,,,1
10593,2017/01/05,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
10597,2017/01/05,Northern San Juan,<TL,E,SS,AE,R4,D2,,,,,,,,,,1
10598,2017/01/05,Northern San Juan,<TL,E,SS,AE,R4,D2,,,,,,,,,,1
10599,2017/01/05,Northern San Juan,<TL,NE,SS,AL,R3,D2,,,,,,,,,,1
10604,2017/01/05,Northern San Juan,>TL,S,SS,N,R3,D3,,,,,,,,,,1
10617,2017/01/05,Gunnison,<TL,NE,SS,AS,R4,D1.5,,,,I,Interface,Near Surface Facets,,,,1
10628,2017/01/03,Southern San Juan,<TL,NE,SS,AS,R3,D2,35.0,10500.0,ft,I,,,,60.0,ft,1
10656,2016/12/30,Gunnison,TL,NE,SS,N,R3,D1,,,,,,,,,,1
10658,2016/12/29,Northern San Juan,>TL,N,HS,U,R3,D3,,,,,,,,,,1
10662,2016/12/28,Aspen,<TL,N,SS,N,R3,D2,,11700.0,ft,O,,,,,,1
10665,2016/12/28,Southern San Juan,>TL,SE,HS,N,R3,D3,,,,I,,,,,,1
10675,2016/12/26,Aspen,<TL,E,SS,N,R3,D1.5,,10900.0,ft,,,,,50.0,ft,1
10681,2016/12/25,Northern San Juan,<TL,NE,SS,N,R3,D1,,,,,,,,,,1
10685,2016/12/25,Front Range,>TL,NW,HS,U,R5,D3,,11700.0,ft,G,Layer,Depth Hoar,,,,1
10686,2016/12/25,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
10687,2016/12/25,Front Range,>TL,E,HS,U,R3,D2,,,,,,,,,,1
10688,2016/12/25,Northern San Juan,>TL,NW,HS,N,R3,D3,,,,G,,,,,,1
10689,2016/12/25,Northern San Juan,>TL,W,HS,N,R3,D2.5,,,,I,,,,,,1
10694,2016/12/25,Southern San Juan,TL,N,SS,N,R4,D3,,,,,,,,,,1
10708,2016/12/25,Northern San Juan,TL,SE,SS,AL,R3,D2.5,,,,,,,,,,1
10709,2016/12/24,Gunnison,>TL,E,SS,N,R3,D3,,,,,,,,,,1
10710,2016/12/24,Front Range,>TL,NE,HS,U,R3,D2.5,38.0,11600.0,ft,G,Layer,Depth Hoar,2000.0,2000.0,ft,1
10715,2016/12/24,Front Range,TL,SE,HS,N,R3,D2.5,30.0,11000.0,ft,G,,,,2600.0,ft,1
10731,2016/12/23,Northern San Juan,>TL,E,SS,N,R3,D2,,12600.0,ft,I,,,,,,1
10734,2016/12/23,Aspen,>TL,NE,U,N,R3,D2,,12400.0,ft,,,,,,,1
10748,2016/12/20,Front Range,>TL,E,HS,AK,R3,D3,,12600.0,ft,G,,,550.0,,ft,1
10751,2016/12/20,Northern San Juan,>TL,SE,SS,N,R3,D2.5,,,,,,,,,,1
10755,2016/12/20,Vail & Summit County,>TL,SE,HS,U,R3,D2.5,,,,,,,,,,1
10767,2016/12/19,Front Range,<TL,E,HS,AS,R3,D2,38.0,9800.0,ft,I,Interface,Unknown,,,,1
10769,2016/12/19,Aspen,TL,E,U,N,R5,D2,,11700.0,ft,O,,,,,,1
10770,2016/12/19,Aspen,TL,NE,SS,N,R4,D2,,11000.0,ft,O,,,,,,1
10771,2016/12/19,Aspen,<TL,NE,U,N,R3,D2,,10800.0,ft,O,,,,,,1
10774,2016/12/18,Vail & Summit County,>TL,E,HS,N,R3,D3,35.0,12200.0,ft,,,,1500.0,,ft,1
10777,2016/12/18,Aspen,>TL,E,SS,N,R3,D3.5,,,,I,,,3000.0,,ft,1
10784,2016/12/18,Northern San Juan,<TL,E,SS,AE,R3,D2,,,,,,,125.0,,ft,1
10788,2016/12/18,Vail & Summit County,>TL,SE,HS,N,R3,D3,,,,,,,,,,1
10798,2016/12/17,Southern San Juan,TL,E,SS,AA,R3,D2,,,,,,,,,,1
10799,2016/12/17,Southern San Juan,TL,E,SS,AA,R3,D2.5,,,,,,,,,,1
10800,2016/12/17,Southern San Juan,TL,NE,SS,AA,R3,D2,,,,,,,,,,1
10802,2016/12/17,Front Range,>TL,SE,SS,AX,R3,D2.5,,,,,,,,,,1
10803,2016/12/17,Southern San Juan,TL,SE,SS,AA,R3,D2.5,,,,,,,,,,1
10808,2016/12/17,Southern San Juan,<TL,N,SS,N,R3,D2,,,,,,,,,,1
10809,2016/12/17,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
10810,2016/12/17,Southern San Juan,TL,N,SS,N,R3,D2,,,,,,,,,,1
10824,2016/12/17,Southern San Juan,<TL,N,SS,N,R3,D1.5,,,,,,,,,,1
10826,2016/12/17,Southern San Juan,>TL,E,SS,N,R3,D2,,,,,,,,,,1
10832,2016/12/17,Aspen,TL,NE,SS,N,R3,D2.5,,10550.0,ft,,,,,,,1
10835,2016/12/17,Southern San Juan,TL,SE,SS,N,R3,D2,,,,,,,,,,1
10836,2016/12/17,Southern San Juan,TL,SE,SS,N,R3,D2,,,,,,,,,,1
10837,2016/12/17,Southern San Juan,TL,E,SS,N,R3,D2,,,,,,,,,,1
10858,2016/12/17,Gunnison,TL,N,HS,AE,R3,D2,,,,G,,,,,,1
10859,2016/12/17,Southern San Juan,<TL,N,SS,N,R3,D2,,,,,,,,,,1
10860,2016/12/17,Southern San Juan,TL,NE,SS,N,R3,D2.5,,,,,,,,,,1
10861,2016/12/17,Southern San Juan,TL,N,SS,N,R4,D3,,,,,,,,,,1
10876,2016/12/16,Northern San Juan,>TL,E,SS,N,R3,D2.5,,,,,,,,,,1
10909,2016/12/12,Front Range,>TL,SE,SS,U,R4,D3,,,,G,Unknown,Unknown,,,,1
10916,2016/12/12,Vail & Summit County,>TL,N,HS,N,R3,D2.5,35.0,12000.0,ft,O,Unknown,Faceted Crystals,1500.0,2000.0,ft,1
10929,2016/12/11,Front Range,<TL,NE,SS,N,R4,D2,,,,,,,500.0,,ft,1
10931,2016/12/11,Northern San Juan,<TL,E,SS,AS,R3,D1.5,,,,,,,80.0,,ft,1
10933,2016/12/11,Northern San Juan,TL,NW,SS,AS,R3,D1.5,,11400.0,ft,,,,40.0,,ft,1
10940,2016/12/11,Vail & Summit County,TL,NE,,N,R3,D2,,,,,,,,,,1
10976,2016/12/07,Southern San Juan,TL,E,SS,N,R3,D1.5,,,,I,Interface,Near Surface Facets,,,,1
11053,2016/05/12,Aspen,>TL,E,SS,AS,R3,D2,,13800.0,ft,,,,,,,1
11070,2016/05/03,Aspen,>TL,E,U,N,R3,D2.5,,12800.0,ft,,,,,900.0,ft,1
11100,2016/04/23,Northern San Juan,>TL,N,WS,N,R3,D2.5,,12700.0,ft,,,,500.0,,ft,1
11117,2016/04/21,Northern San Juan,>TL,NE,SS,N,R3,D2,,,,,,,1000.0,,ft,1
11173,2016/04/07,Southern San Juan,<TL,E,WL,N,R3,D2,,,,,,,,,,1
11229,2016/03/27,Front Range,>TL,NE,SS,AS,R3,D1,,0.0,ft,,,,50.0,,ft,1
11262,2016/03/23,Aspen,<TL,E,U,N,R3,D1.5,,9855.0,ft,,,,,,,1
11285,2016/03/19,Vail & Summit County,TL,N,SS,AS,R3,D2,,,,,,,,,,1
11303,2016/03/17,Vail & Summit County,>TL,SE,,N,R3,D2,,,,,,,,,,1
11315,2016/03/16,Front Range,TL,N,HS,AS,R4,D2.5,,,,,Layer,Depth Hoar,,,,1
11322,2016/03/15,Vail & Summit County,>TL,E,U,,R3,D2.5,,,,,,,,,,1
11323,2016/03/15,Front Range,>TL,E,HS,N,R3,D2.5,,,,I,,,,,,1
11386,2016/02/26,Vail & Summit County,U,E,C,U,R4,D3,50.0,,,,,,,,,1
11427,2016/02/15,Northern San Juan,<TL,SW,WS,N,R3,D3,47.0,12500.0,ft,,,,33.0,,ft,1
11430,2016/02/13,Northern San Juan,>TL,S,HS,AS,R3,D3,30.0,,,G,Layer,Ice Mass,80.0,225.0,ft,1
11431,2016/02/13,Northern San Juan,>TL,SW,,,R3,D3,,,,,,,,,,1
11433,2016/02/12,Northern San Juan,>TL,SE,HS,N,R3,D2.5,,,,,,,,,,1
11437,2016/02/11,Vail & Summit County,TL,SE,HS,N,R3,D2.5,,,,,,,,,,1
11447,2016/02/09,Gunnison,,W,HS,AB,R3,D2,,,,,,,,,,1
11448,2016/02/09,Northern San Juan,>TL,W,SS,N,R4,D3,,,,,,,,,,1
11453,2016/02/07,Aspen,TL,SE,U,N,R4,D2,,12000.0,ft,,,,,350.0,ft,1
11455,2016/02/07,Front Range,<TL,N,HS,AS,R3,D2,39.0,9400.0,ft,,,,,,,1
11456,2016/02/07,Northern San Juan,TL,NE,SS,AS,R3,D2,35.0,11400.0,ft,G,,,450.0,,ft,1
11465,2016/02/06,Front Range,>TL,NE,HS,N,R4,D2.5,34.0,3580.0,m,G,Unknown,Unknown,,190.0,m,1
11479,2016/02/05,Aspen,>TL,NE,SS,N,R3,D2.5,,11550.0,ft,,,,,350.0,ft,1
11480,2016/02/05,Northern San Juan,<TL,E,L,N,R3,D1.5,,,,,,,,,,1
11484,2016/02/05,Northern San Juan,>TL,N,SS,N,R3,D2,,,,,,,,,,1
11487,2016/02/04,Front Range,>TL,SE,,U,R3,D2.5,,,,,,,,,,1
11497,2016/02/04,Aspen,<TL,W,SS,N,R3,D2,,8700.0,ft,O,,,,175.0,ft,1
11498,2016/02/04,Aspen,<TL,E,SS,N,R3,D2,,8900.0,ft,U,,,,,,1
11503,2016/02/04,Vail & Summit County,>TL,E,SS,N,R3,D3,,12600.0,ft,G,,,800.0,,ft,1
11507,2016/02/04,Vail & Summit County,>TL,SE,SS,N,R3,D3,,12350.0,ft,,,,500.0,,ft,1
11508,2016/02/04,Vail & Summit County,TL,SE,HS,AE,R3,D2.5,,12400.0,ft,I,,,,600.0,ft,1
11518,2016/02/04,Front Range,>TL,SW,HS,N,R3,D2,,,,,,,,,,1
11519,2016/02/04,Front Range,>TL,S,HS,N,R3,D2.5,,,,,,,,,,1
11520,2016/02/03,Southern San Juan,TL,E,SS,AS,R3,D2.5,,,,,,,,300.0,ft,1
11523,2016/02/03,Aspen,<TL,NW,SS,N,R3,D2,,10200.0,ft,,,,,250.0,ft,1
11524,2016/02/03,Aspen,<TL,SE,SS,N,R4,D2,,10000.0,ft,O,Layer,Faceted Crystals,,250.0,ft,1
11527,2016/02/03,Vail & Summit County,>TL,SW,SS,N,R3,D2,,,,,,,,,,1
11528,2016/02/03,Vail & Summit County,>TL,W,SS,N,R3,D2.5,,,,,,,,,,1
11534,2016/02/02,Southern San Juan,TL,SE,SS,AS,R4,D2.5,40.0,10600.0,ft,O,Interface,Surface Hoar,,300.0,ft,1
11537,2016/02/02,Aspen,<TL,NE,SS,N,R3,D2,,9600.0,ft,,,,,,,1
11545,2016/02/02,Northern San Juan,<TL,W,SS,AL,R3,D3,,,,,,,,,,1
11548,2016/02/02,Northern San Juan,<TL,SW,SS,AL,R3,D2.5,,,,,,,,,,1
11549,2016/02/02,Aspen,TL,SW,U,N,R3,D2,,11200.0,ft,,,,,,,1
11552,2016/02/02,Aspen,TL,N,U,AE,R3,D2.5,,11850.0,ft,,,,,,,1
11554,2016/02/02,Aspen,>TL,N,U,N,R3,D3,,12100.0,ft,U,,,,800.0,ft,1
11556,2016/02/02,Northern San Juan,<TL,E,SS,AE,R3,D2,,,,,,,,,,1
11559,2016/02/01,Vail & Summit County,>TL,NE,HS,AS,R3,D2,40.0,1200.0,ft,I,Interface,,200.0,1000.0,ft,1
11560,2016/02/01,Southern San Juan,<TL,N,SS,N,R3,D1.5,,,,,,,,,,1
11562,2016/02/01,Northern San Juan,<TL,E,SS,AA,R3,D3,,,,,,,200.0,,ft,1
11569,2016/02/01,Southern San Juan,<TL,NE,SS,AL,R3,D2,,,,,,,,,,1
11571,2016/02/01,Southern San Juan,<TL,N,SS,N,R3,D1.5,,,,,,,,,,1
11572,2016/02/01,Southern San Juan,TL,SE,SS,AA,R3,D2,,,,,,,,,,1
11573,2016/02/01,Southern San Juan,TL,E,SS,AA,R3,D2.5,,,,,,,,,,1
11574,2016/02/01,Southern San Juan,TL,SE,SS,AA,R3,D2,,,,,,,,,,1
11576,2016/02/01,Southern San Juan,TL,E,SS,N,R3,D2,,,,,,,,,,1
11584,2016/02/01,Northern San Juan,>TL,W,SS,N,R3,D3,,,,,,,600.0,,ft,1
11589,2016/02/01,Gunnison,>TL,W,U,U,R5,D2.5,,,,,,,,1500.0,ft,1
11597,2016/02/01,Northern San Juan,>TL,W,SS,AA,R3,D3,,,,,,,,,,1
11598,2016/02/01,Northern San Juan,<TL,NE,SS,AE,R3,D2,,,,,,,,,,1
11599,2016/02/01,Northern San Juan,<TL,E,SS,AE,R3,D2,,,,,,,,,,1
11600,2016/02/01,Northern San Juan,<TL,E,SS,AE,R4,D2,,,,,,,,,,1
11613,2016/02/01,Aspen,>TL,E,U,N,R3,D2.5,,12200.0,ft,,,,,,,1
11614,2016/02/01,Southern San Juan,<TL,W,SS,AE,R3,D2,,,,,,,,,,1
11615,2016/02/01,Southern San Juan,<TL,SW,SS,AE,R3,D2,,,,,,,,,,1
11616,2016/02/01,Southern San Juan,<TL,N,SS,AE,R3,D2,,,,,,,,,,1
11617,2016/02/01,Aspen,>TL,E,U,N,R4,D3,,12400.0,ft,O,,,,750.0,ft,1
11621,2016/02/01,Northern San Juan,>TL,W,SS,AA,R3,D3,,,,,,,,,,1
11622,2016/02/01,Aspen,<TL,W,SS,N,R3,D2,36.0,9200.0,ft,,,,,200.0,ft,1
11628,2016/02/01,Northern San Juan,<TL,E,SS,AA,R3,D2,,,,,,,,,,1
11631,2016/02/01,Vail & Summit County,TL,E,SS,AU,R3,D2,,11500.0,ft,I,,,,,,1
11632,2016/02/01,Front Range,<TL,E,SS,AS,R3,D1.5,,,,,,,100.0,100.0,ft,1
11635,2016/01/31,Northern San Juan,<TL,E,SS,AE,R3,D2.5,,,,,,,,,,1
11640,2016/01/31,Northern San Juan,<TL,E,L,N,R3,D1.5,,,,,,,,,,1
11641,2016/01/31,Northern San Juan,<TL,NW,SS,N,R3,D2,,,,,,,,,,1
11643,2016/01/31,Northern San Juan,<TL,SE,SS,AE,R3,D2,,,,,,,,,,1
11658,2016/01/28,Vail & Summit County,>TL,SE,HS,U,R3,D3,,,,O,,,,,,1
11665,2016/01/27,Northern San Juan,>TL,NE,HS,AS,R3,D2,,,,,,,200.0,,ft,1
11678,2016/01/25,Vail & Summit County,>TL,S,SS,AS,R3,D2,36.0,12200.0,ft,O,Interface,,150.0,,ft,1
11710,2016/01/22,Front Range,>TL,NE,HS,U,R3,D2.5,40.0,11600.0,ft,,,,,700.0,ft,1
11711,2016/01/22,Vail & Summit County,TL,NE,HS,N,R3,D2,,,,,,,100.0,,ft,1
11714,2016/01/21,Gunnison,TL,E,SS,AM,R3,D2,,11000.0,ft,O,Layer,Faceted Crystals,500.0,,ft,1
11718,2016/01/21,Northern San Juan,<TL,E,SS,AL,R3,D2,,,,,,,,,,1
11727,2016/01/21,Aspen,TL,E,SS,N,R3,D1.5,,11850.0,ft,O,,,,150.0,ft,1
11731,2016/01/21,Gunnison,U,U,U,U,R3,D2,,,,,,,,,,1
11735,2016/01/21,Gunnison,TL,NE,U,U,R5,D1,,,,,,,,,,1
11752,2016/01/19,Vail & Summit County,<TL,SE,SS,N,R3,D2,,,,,,,,,,1
11760,2016/01/19,Front Range,>TL,SE,U,AR,R4,D2,35.0,11000.0,ft,O,,,,,,1
11762,2016/01/19,Vail & Summit County,>TL,S,HS,N,R3,D2,,,,,,,,,,1
11767,2016/01/19,Northern San Juan,<TL,E,L,N,R3,D1.5,,,,,,,,,,1
11819,2016/01/17,Front Range,TL,E,SS,AS,R4,D2,,,,I,,,400.0,,ft,1
11828,2016/01/16,Front Range,TL,E,HS,U,R3,D2.5,36.0,11400.0,ft,I,,,1200.0,,ft,1
11830,2016/01/16,Northern San Juan,<TL,E,SS,U,R3,D1.5,,,,,,,100.0,,ft,1
11832,2016/01/16,Northern San Juan,<TL,E,SS,N,R3,D3,,,,,,,600.0,,ft,1
11840,2016/01/16,Front Range,>TL,E,HS,N,R4,D2.5,,,,,,,2000.0,,ft,1
11850,2016/01/13,Vail & Summit County,>TL,SE,HS,AS,R3,D2,,,,,,,400.0,,ft,1
11858,2016/01/12,Northern San Juan,>TL,S,,N,R3,D2,,,,,,,,,,1
11859,2016/01/11,Front Range,>TL,NE,SS,AS,R3,D1.5,,,,,,,,,,1
11878,2016/01/05,Northern San Juan,<TL,E,L,N,R3,D1.5,,,,,,,,,,1
11880,2016/01/04,Northern San Juan,<TL,E,L,N,R3,D1.5,,,,,,,,,,1
11881,2016/01/04,Northern San Juan,<TL,E,L,N,R3,D1.5,,,,,,,,,,1
11891,2016/01/02,Gunnison,TL,NW,SS,AB,R3,D2,,,,,,,150.0,200.0,ft,1
11893,2016/01/01,Gunnison,TL,N,SS,AE,R3,D2.5,,,,G,,,83.0,,ft,1
11894,2015/12/31,Front Range,TL,NE,SS,U,R3,D2,37.0,11600.0,ft,,,,250.0,300.0,ft,1
11896,2015/12/31,Northern San Juan,<TL,E,L,N,R3,D2,,,,,,,,,,1
11901,2015/12/28,Front Range,>TL,NE,HS,U,R3,D2,,12400.0,ft,,,,,,,1
11904,2015/12/28,Front Range,>TL,SE,HS,N,R4,D3,35.0,,,,,,1500.0,,ft,1
11914,2015/12/27,Northern San Juan,>TL,NW,SS,AH,R3,D2.5,,,,,,,,250.0,ft,1
11916,2015/12/27,Northern San Juan,<TL,W,SS,AH,R4,D2.5,,,,,,,,150.0,ft,1
11918,2015/12/27,Northern San Juan,>TL,SE,SS,AH,R3,D2.5,,,,,,,,500.0,ft,1
11919,2015/12/27,Northern San Juan,,NW,SS,AH,R3,D2.5,,,,,,,,350.0,ft,1
11928,2015/12/27,Gunnison,TL,N,SS,N,R3,D3,,,,O,,,,,,1
11931,2015/12/27,Front Range,>TL,E,HS,AE,R4,D3,38.0,12560.0,ft,I,Interface,Unknown,200.0,,ft,1
11938,2015/12/26,Northern San Juan,>TL,SW,HS,N,R3,D3,,,,G,,,,,,1
11941,2015/12/25,Southern San Juan,TL,E,U,N,R3,D2.5,,,,,,,,,,1
11942,2015/12/25,Southern San Juan,TL,S,SS,N,R4,D2.5,,,,,,,,,,1
11943,2015/12/25,Southern San Juan,TL,N,HS,N,R4,D3,,,,,,,,,,1
11950,2015/12/25,Aspen,<TL,NE,SS,N,R3,D1.5,,9100.0,ft,O,,,,,,1
11951,2015/12/25,Aspen,TL,SE,SS,N,R3,D2,,11400.0,ft,O,,,,150.0,ft,1
11953,2015/12/25,Northern San Juan,TL,SW,SS,N,R3,D2,,,,,,,,,,1
11954,2015/12/25,Northern San Juan,TL,SW,SS,N,R3,D2,,,,,,,,,,1
11955,2015/12/25,Northern San Juan,TL,N,SS,N,R3,D2,,,,,,,,200.0,ft,1
11956,2015/12/25,Northern San Juan,>TL,E,SS,N,R3,D2,,,,,,,,550.0,ft,1
11957,2015/12/25,Northern San Juan,>TL,N,SS,N,R3,D2.5,,,,,,,,400.0,ft,1
11958,2015/12/25,Northern San Juan,>TL,NE,SS,N,R3,D2,,,,,,,,350.0,ft,1
11959,2015/12/25,Northern San Juan,<TL,N,SS,N,R3,D1.5,,,,,,,,350.0,ft,1
11960,2015/12/25,Northern San Juan,>TL,W,SS,N,R3,D2.5,,,,,,,80.0,150.0,ft,1
11961,2015/12/25,Northern San Juan,>TL,NE,SS,N,R3,D2.5,,,,,,,,950.0,ft,1
11962,2015/12/25,Northern San Juan,>TL,NE,SS,N,R3,D2,,,,,,,,500.0,ft,1
11964,2015/12/25,Northern San Juan,>TL,NE,SS,N,R3,D2,,,,,,,,,,1
11966,2015/12/25,Vail & Summit County,>TL,SW,HS,N,R3,D2.5,42.0,12700.0,ft,G,,,1000.0,,ft,1
11968,2015/12/25,Southern San Juan,<TL,N,SS,N,R3,D2,,,,,,,,,,1
11970,2015/12/25,Southern San Juan,<TL,NW,SS,N,R3,D2,,,,,,,,,,1
11972,2015/12/25,Southern San Juan,<TL,S,SS,N,R3,D2,,,,,,,,,,1
11973,2015/12/25,Southern San Juan,TL,SE,SS,N,R3,D2,,,,,,,,,,1
11974,2015/12/25,Southern San Juan,TL,E,HS,N,R3,D2,,,,,,,,,,1
11977,2015/12/25,Northern San Juan,<TL,N,SS,AE,R3,D2,,,,,,,,,,1
11980,2015/12/25,Northern San Juan,TL,SE,SS,AL,R3,D2,,,,,,,,,,1
11981,2015/12/25,Southern San Juan,TL,E,SS,N,R4,D2.5,,,,,,,,,,1
11982,2015/12/25,Aspen,>TL,E,U,N,R3,D2,,12600.0,ft,O,Unknown,,,750.0,ft,1
11983,2015/12/25,Aspen,>TL,E,U,N,R3,D2,,11800.0,ft,O,Unknown,,80.0,200.0,ft,1
11985,2015/12/25,Aspen,<TL,E,SS,N,R3,D2,,10475.0,ft,O,Unknown,,,1100.0,ft,1
11986,2015/12/25,Northern San Juan,>TL,NE,SS,N,R4,D3,,13200.0,ft,U,,,,180.0,m,1
11987,2015/12/25,Northern San Juan,<TL,SE,SS,AL,R3,D2.5,,,,,,,,,,1
11989,2015/12/25,Northern San Juan,>TL,E,SS,N,R4,D2.5,,,,,,,,500.0,ft,1
11990,2015/12/25,Northern San Juan,<TL,SE,SS,N,R3,D2.5,,,,,,,,,,1
11991,2015/12/25,Northern San Juan,<TL,E,SS,N,R3,D2,,,,,,,,,,1
11992,2015/12/25,Northern San Juan,TL,SE,SS,N,R3,D2.5,,,,,,,,,,1
11993,2015/12/25,Northern San Juan,<TL,SE,SS,N,R3,D2.5,,,,,,,,,,1
11994,2015/12/25,Northern San Juan,<TL,SE,SS,N,R3,D2.5,,,,,,,,,,1
11996,2015/12/25,Northern San Juan,TL,NE,SS,N,R3,D2.5,,,,,,,,400.0,ft,1
11997,2015/12/25,Northern San Juan,>TL,NE,SS,N,R3,D2.5,,,,,,,,1500.0,ft,1
11998,2015/12/25,Northern San Juan,TL,W,SS,N,R3,D2,,,,,,,,330.0,ft,1
11999,2015/12/25,Northern San Juan,TL,NW,SS,N,R3,D2,,,,,,,,250.0,ft,1
12000,2015/12/25,Northern San Juan,>TL,E,SS,N,R3,D2.5,,,,,,,,500.0,ft,1
12001,2015/12/25,Northern San Juan,>TL,NE,SS,N,R4,D3,,,,,,,,1500.0,ft,1
12005,2015/12/24,Southern San Juan,<TL,E,SS,AL,R3,D1.5,,,,,,,,,,1
12007,2015/12/24,Southern San Juan,TL,E,SS,AA,R3,D2,,,,,,,,,,1
12008,2015/12/24,Southern San Juan,TL,SE,SS,AA,R3,D2,,,,,,,,,,1
12013,2015/12/24,Front Range,>TL,NE,HS,N,R3,D2.5,,,,O,,,,,,1
