,Date,BC_Zone,Elev,Asp,Type,Trigger,Rsize,Dsize,Avg_Slope_Angle,Start_Zone_Elev,Start_Zone_Elev_units,Sliding_Sfc,Weak_Layer,Weak_Layer_Type,Avg_Width,Max_Width,Width_units,av_bol
12015,2015/12/24,Aspen,TL,SE,SS,N,R3,D2.5,,11950.0,ft,O,Unknown,,500.0,750.0,ft,1
12018,2015/12/24,Vail & Summit County,>TL,E,HS,N,R3,D2.5,,,,,,,,,,1
12020,2015/12/24,Front Range,>TL,NE,HS,U,R3,D2.5,,12500.0,ft,G,Layer,Faceted Crystals,,,,1
12025,2015/12/24,Gunnison,>TL,E,SS,N,R3,D3,,,,O,,,,,,1
12028,2015/12/24,Gunnison,<TL,SE,SS,N,R3,D2,,,,O,,,,,,1
12035,2015/12/24,Aspen,>TL,E,HS,N,R3,D3,,,,G,,,500.0,1200.0,ft,1
12045,2015/12/24,Vail & Summit County,TL,E,SS,N,R3,D3,,11000.0,ft,,,,,,,1
12046,2015/12/24,Vail & Summit County,TL,E,SS,N,R3,D3,,11300.0,ft,O,,,,,,1
12061,2015/12/23,Aspen,TL,NE,,N,R3,D2,,10800.0,ft,,,,,,,1
12062,2015/12/23,Aspen,TL,NE,,N,R3,D2.5,,10800.0,ft,U,,,,,,1
12063,2015/12/23,Aspen,>TL,E,SS,N,R3,D3,,12200.0,ft,O,,,,2500.0,ft,1
12065,2015/12/23,Aspen,>TL,E,SS,N,R3,D2.5,,11700.0,ft,O,Unknown,,,1100.0,ft,1
12066,2015/12/23,Northern San Juan,<TL,E,SS,AE,R3,D2,,,,,,,,,,1
12073,2015/12/23,Northern San Juan,<TL,E,WL,AE,R3,D2,,,,,,,,,,1
12077,2015/12/23,Front Range,>TL,E,,N,R3,D2,,,,O,,,,,,1
12079,2015/12/23,Front Range,TL,NE,HS,N,R3,,,11000.0,ft,,,,,,,1
12093,2015/12/23,Aspen,>TL,NE,,N,R3,D3,,12400.0,ft,U,,,,500.0,ft,1
12094,2015/12/23,Aspen,>TL,NE,,N,R3,D2.5,,12000.0,ft,U,,,,,,1
12095,2015/12/23,Aspen,>TL,NE,,N,R3,D2,,11800.0,ft,U,,,,,,1
12101,2015/12/22,Southern San Juan,TL,N,SS,AS,R3,D2,,,,I,Interface,Surface Hoar,,80.0,ft,1
12106,2015/12/22,Aspen,TL,NE,SS,N,R3,D2.5,,11650.0,ft,O,Unknown,,,400.0,ft,1
12107,2015/12/22,Aspen,TL,N,,N,R3,D3,,11500.0,ft,,,,,,,1
12108,2015/12/22,Aspen,<TL,NW,,N,R4,D2.5,,11000.0,ft,O,,,,500.0,ft,1
12111,2015/12/22,Aspen,TL,NE,HS,N,R3,D2,,11500.0,ft,O,Interface,Depth Hoar,100.0,200.0,ft,1
12120,2015/12/22,Gunnison,<TL,,SS,AE,R3,D2,,,,O,Layer,Faceted Crystals,,,,1
12146,2015/12/20,Vail & Summit County,>TL,E,HS,N,R3,D2.5,,12600.0,ft,O,,,1500.0,,ft,1
12153,2015/12/19,Front Range,>TL,NE,,U,R3,,,,,,,,,,,1
12154,2015/12/19,Front Range,>TL,E,,N,R3,,,,,,,,,,,1
12164,2015/12/16,Southern San Juan,TL,E,SS,AA,R3,D2,,,,,,,,,,1
12184,2015/12/12,Southern San Juan,TL,E,SS,N,R3,D2,,,,,,,,,,1
12186,2015/12/08,Front Range,>TL,SE,,N,R3,D2.5,,,,,,,,,,1
12189,2015/12/06,Northern San Juan,TL,NE,HS,AS,R3,D2.5,,,,,,,,,,1
12209,2015/11/23,Front Range,>TL,NE,HS,AS,R3,D2,,12200.0,ft,G,Layer,Depth Hoar,300.0,,ft,1
12211,2015/11/22,Vail & Summit County,>TL,NE,HS,AS,R3,D3,38.0,12850.0,ft,G,,Depth Hoar,1400.0,,ft,1
12215,2015/11/22,Vail & Summit County,>TL,NE,HS,N,R3,D1.5,,11500.0,ft,,,,,,,1
12219,2015/11/21,Front Range,>TL,NE,HS,,R4,D2,,,,,,,,,,1
12222,2015/11/21,Front Range,>TL,NW,HS,AS,R3,D2.5,,12000.0,ft,O,Layer,Faceted Crystals,320.0,,ft,1
12227,2015/11/20,Northern San Juan,TL,NW,HS,N,R3,D2,32.0,,,G,,,,100.0,ft,1
12245,2015/11/17,Northern San Juan,TL,E,SS,N,R3,D2.5,,,,,,,300.0,,ft,1
12267,2015/11/16,Southern San Juan,TL,N,SS,N,R3,D2,,,,,,,,,,1
12278,2015/11/12,Northern San Juan,>TL,E,,N,R3,D2,,,,,,,,,,1
12337,2015/05/26,Southern San Juan,>TL,N,WS,N,R4,D4,,12200.0,ft,,,,,,,1
12342,2015/05/25,Gunnison,,,WS,AS,R3,D1,,,,,,,,,,1
12343,2015/05/25,Gunnison,,,WL,AS,R3,D2,,,,O,,,,,,1
12358,2015/05/21,Vail & Summit County,>TL,N,SS,AO,R4,D2.5,,,,,,,500.0,,ft,1
12365,2015/05/19,Front Range,>TL,N,SS,U,R3,D2,,,,,,,150.0,,ft,1
12385,2015/05/11,Aspen,>TL,NE,SS,N,R3,D2,,13400.0,ft,U,Unknown,Unknown,,,,1
12425,2015/05/03,Aspen,>TL,NE,WS,U,R3,D2,,11550.0,ft,,,,,250.0,ft,1
12453,2015/04/26,Vail & Summit County,>TL,W,HS,U,R3,D3,40.0,13900.0,ft,O,,,2000.0,,ft,1
12467,2015/04/18,Vail & Summit County,>TL,E,SS,N,R4,D2,,,,I,,,,,,1
12515,2015/03/23,Aspen,TL,SE,WS,N,R3,D2,,,,G,,,200.0,300.0,ft,1
12516,2015/03/23,Vail & Summit County,<TL,W,WL,N,R3,D1.5,,8724.0,ft,G,,,,,,1
12533,2015/03/21,Aspen,TL,W,WS,N,R3,D2,,11400.0,ft,O,Unknown,Unknown,,300.0,ft,1
12556,2015/03/18,Vail & Summit County,<TL,E,WS,AE,R3,D2.5,,9500.0,ft,G,,,200.0,,ft,1
12566,2015/03/18,Aspen,<TL,N,WL,N,R3,D2,,,,,,,,,,1
12605,2015/03/17,Aspen,<TL,E,WS,AE,R3,D2,,9000.0,ft,O,Layer,,,,,1
12611,2015/03/17,Front Range,<TL,S,WL,N,R3,D1.5,,,,,,,,,,1
12617,2015/03/16,Aspen,<TL,E,WL,N,R3,D2,,11200.0,ft,O,Unknown,Unknown,,,,1
12623,2015/03/16,Vail & Summit County,<TL,N,WS,N,R3,D2,,,,,,,100.0,,ft,1
12638,2015/03/15,Vail & Summit County,<TL,W,WL,N,R5,D1.5,38.0,8600.0,ft,G,,,25.0,30.0,ft,1
12655,2015/03/10,Aspen,>TL,E,HS,N,R3,D2,,12300.0,ft,,,,,,,1
12656,2015/03/10,Aspen,>TL,NE,HS,,R3,D2,,12200.0,ft,,,,,,,1
12666,2015/03/08,Aspen,TL,NW,SS,N,R3,D2.5,,11100.0,ft,,,,,,,1
12667,2015/03/08,Southern San Juan,>TL,E,HS,AM,R4,D3,,12900.0,ft,O,,,,1000.0,m,1
12669,2015/03/08,Northern San Juan,TL,N,SS,AS,R3,D2.5,,11910.0,ft,O,,,500.0,,ft,1
12675,2015/03/07,Vail & Summit County,>TL,SE,,N,R3,D3,,,,,,,,,,1
12685,2015/03/06,Front Range,TL,N,HS,AL,R3,D2.5,27.0,11800.0,ft,S,Layer,Rounded Grains,70.0,110.0,ft,1
12701,2015/03/06,Front Range,>TL,SE,HS,AH,R3,D2.5,33.0,12400.0,ft,I,Interface,Unknown,600.0,800.0,ft,1
12707,2015/03/05,Front Range,>TL,SE,HS,AH,R3,D2.5,28.0,12400.0,ft,I,Interface,Unknown,700.0,750.0,ft,1
12710,2015/03/05,Aspen,>TL,NE,HS,N,R3,D2.5,,,,,,,,,,1
12713,2015/03/05,Gunnison,TL,NW,SS,N,R3,D2,,,,,,,1000.0,,ft,1
12714,2015/03/05,Gunnison,>TL,SE,SS,N,R3,D2.5,,,,,,,1000.0,,ft,1
12722,2015/03/05,Aspen,<TL,NW,SS,AS,R4,D2,,,,I,,,,,,1
12727,2015/03/05,Front Range,TL,NE,,N,R3,D2,,11800.0,ft,,,,200.0,,ft,1
12730,2015/03/05,Front Range,>TL,E,HS,AE,R4,D3,,,,G,Layer,Unknown,,,,1
12750,2015/03/04,Southern San Juan,TL,W,SS,N,R3,D2,,,,,,,,,,1
12763,2015/03/04,Vail & Summit County,>TL,E,HS,N,R3,D2,42.0,12000.0,ft,I,Layer,Precipitation Particles,200.0,,ft,1
12769,2015/03/03,Northern San Juan,<TL,E,SS,AL,R3,D2.5,,,,,,,,,,1
12770,2015/03/03,Northern San Juan,<TL,E,SS,AE,R4,D2,,,,,,,,,,1
12771,2015/03/03,Northern San Juan,<TL,E,SS,AE,R3,D3,,,,,,,,,,1
12779,2015/03/03,Northern San Juan,<TL,E,SS,N,R3,D2,,,,,,,,,,1
12780,2015/03/03,Northern San Juan,All,NE,SS,N,R3,D3.5,,,,,,,,,,1
12785,2015/03/03,Northern San Juan,TL,Unknown,SS,N,R3,D2.5,,,,,,,,,,1
12786,2015/03/03,Northern San Juan,<TL,N,WL,N,R3,D2,,,,,,,,,,1
12789,2015/03/03,Northern San Juan,TL,E,SS,N,R3,D2.5,,,,,,,,,,1
12793,2015/03/03,Northern San Juan,TL,NE,SS,N,R3,D3,,,,,,,,,,1
12794,2015/03/03,Northern San Juan,<TL,NE,SS,N,R3,D2,,,,,,,,,,1
12796,2015/03/03,Northern San Juan,TL,E,SS,N,R3,D3.5,,,,,,,,,,1
12800,2015/03/03,Northern San Juan,<TL,E,SS,N,R4,D1.5,,,,,,,,,,1
12801,2015/03/03,Northern San Juan,<TL,W,SS,N,R4,D1.5,,,,,,,,,,1
12805,2015/03/03,Northern San Juan,>TL,N,SS,N,R3,D3,,,,,,,800.0,,ft,1
12830,2015/03/03,Southern San Juan,<TL,N,SS,N,R3,D2,42.0,,,O,,,,,,1
12831,2015/03/03,Southern San Juan,TL,N,HS,AE,R4,D3,45.0,,,O,,,,,,1
12834,2015/03/03,Northern San Juan,>TL,W,SS,N,R3,D3,,12000.0,ft,,,,,,,1
12836,2015/03/02,Northern San Juan,TL,NW,SS,N,R4,D2,,11700.0,ft,I,,,,,,1
12839,2015/03/02,Southern San Juan,TL,E,SS,AA,R3,D2,,,,,,,,,,1
12841,2015/03/02,Southern San Juan,TL,E,SS,AA,R3,D2,,,,,,,,,,1
12843,2015/03/02,Southern San Juan,TL,E,SS,AA,R3,D2,,,,,,,,,,1
12849,2015/03/02,Gunnison,TL,NE,SS,AS,R3,D2.5,,,,,,,2000.0,,ft,1
12853,2015/03/02,Front Range,>TL,NE,HS,AM,R3,D1.5,,11900.0,ft,,,,,,,1
12854,2015/03/02,Southern San Juan,>TL,NE,SS,N,R3,D2,,,,,,,,,,1
12855,2015/03/02,Southern San Juan,TL,N,HS,N,R4,D3,,,,,,,,,,1
12856,2015/03/02,Southern San Juan,TL,N,HS,N,R4,D2.5,,,,,,,,,,1
12857,2015/03/02,Southern San Juan,TL,E,SS,N,R3,D2,,,,,,,,,,1
12858,2015/03/02,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
12859,2015/03/02,Southern San Juan,TL,NW,SS,N,R3,D2,,,,,,,,,,1
12860,2015/03/02,Southern San Juan,<TL,N,SS,N,R4,D2.5,,,,O,,,,,,1
12863,2015/03/02,Southern San Juan,TL,NE,HS,N,R4,D3,,,,,,,,2500.0,ft,1
12864,2015/03/02,Northern San Juan,<TL,SE,SS,N,R3,D2,,,,,,,,,,1
12871,2015/03/02,Northern San Juan,<TL,NE,SS,AL,R3,D3.5,,,,,,,,,,1
12874,2015/03/02,Northern San Juan,>TL,NE,SS,N,R3,D3.5,,12400.0,ft,,,,,,,1
12876,2015/03/02,Northern San Juan,>TL,E,SS,N,R3,D3,,,,,,,,,,1
12879,2015/03/02,Northern San Juan,>TL,E,SS,N,R3,D3,,,,,,,,,,1
12881,2015/03/02,Northern San Juan,<TL,N,SS,N,R3,D2,,,,,,,,,,1
12882,2015/03/02,Northern San Juan,TL,NW,SS,N,R3,D2.5,,,,,,,,,,1
12883,2015/03/02,Northern San Juan,TL,NE,SS,N,R3,D2,,11200.0,ft,O,,,,,,1
12884,2015/03/02,Northern San Juan,>TL,NE,U,N,R4,D3.5,,12500.0,ft,O,,,,1000.0,m,1
12885,2015/03/02,Northern San Juan,TL,NW,SS,N,R3,D2.5,,11400.0,ft,G,,,80.0,,m,1
12886,2015/03/02,Northern San Juan,<TL,NE,SS,N,R4,D2.5,,11000.0,ft,O,,,200.0,,m,1
12892,2015/03/02,Southern San Juan,TL,NE,HS,N,R3,D2.5,,,,,,,,,,1
12893,2015/03/02,Southern San Juan,<TL,NE,SS,N,R3,D2,,,,O,,,,,,1
12894,2015/03/02,Southern San Juan,TL,NE,HS,N,R3,D2,35.0,,,O,Interface,Faceted Crystals,,150.0,ft,1
12896,2015/03/02,Northern San Juan,>TL,NW,SS,N,R3,D3,,,,,,,,,,1
12898,2015/03/02,Aspen,TL,E,SS,N,R3,D3,,11700.0,ft,,,,,,,1
12900,2015/03/02,Aspen,TL,NE,SS,N,R3,D2,,10600.0,ft,,,,,,,1
12904,2015/03/02,Aspen,>TL,NW,SS,N,R3,D2,,12000.0,ft,,,,,,,1
12905,2015/03/02,Aspen,TL,NW,SS,N,R3,D2,,10800.0,ft,,,,,,,1
12924,2015/03/01,Southern San Juan,TL,NE,SS,N,R3,D2,,,,O,,,,,,1
12927,2015/03/01,Northern San Juan,<TL,NW,SS,N,R3,D2,,11000.0,ft,O,,,90.0,,m,1
12928,2015/03/01,Aspen,>TL,NE,SS,N,R3,D2.5,,12500.0,ft,,,,,,,1
12929,2015/03/01,Northern San Juan,TL,NW,SS,N,R3,D2.5,,,,,,,100.0,,m,1
12930,2015/03/01,Northern San Juan,TL,SE,SS,AE,R3,D2,,11200.0,ft,,,,100.0,,m,1
12937,2015/02/27,Vail & Summit County,TL,N,HS,AS,R3,D2,,,,G,,,,,,1
12965,2015/02/24,Aspen,<TL,N,SS,AS,R3,D2,36.0,10900.0,ft,O,,,200.0,250.0,ft,1
12967,2015/02/24,Southern San Juan,TL,NE,SS,AA,R3,D2,,,,,,,,,,1
12968,2015/02/24,Southern San Juan,TL,NE,SS,AA,R3,D2,,,,,,,,,,1
12982,2015/02/24,Northern San Juan,>TL,NE,SS,N,R3,D2.5,,,,I,,,1000.0,,ft,1
12996,2015/02/24,Gunnison,TL,E,,,R3,,,,,,,,,,,1
12997,2015/02/24,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
12998,2015/02/24,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
12999,2015/02/24,Northern San Juan,<TL,NW,SS,N,R3,D1.5,,,,,,,75.0,125.0,ft,1
13001,2015/02/24,Northern San Juan,>TL,N,SS,N,R3,D2,,,,,,,350.0,,ft,1
13002,2015/02/24,Northern San Juan,>TL,W,SS,N,R3,D2.5,,,,,,,800.0,,ft,1
13003,2015/02/24,Northern San Juan,>TL,N,SS,N,R3,D2.5,,,,,,,,,,1
13005,2015/02/24,Northern San Juan,>TL,N,SS,N,R3,D2.5,,,,,,,,,,1
13007,2015/02/23,Southern San Juan,<TL,NE,SS,AL,R3,D2,,,,,,,,100.0,ft,1
13008,2015/02/23,Aspen,TL,E,SS,N,R4,D2.5,,10900.0,ft,I,Layer,,,,,1
13018,2015/02/23,Northern San Juan,<TL,E,SS,AE,R3,D2,,,,,,,,,,1
13019,2015/02/23,Northern San Juan,<TL,NE,SS,AE,R3,D2,,,,,,,,,,1
13025,2015/02/23,Northern San Juan,>TL,NE,SS,N,R3,D2.5,,,,,,,1500.0,,ft,1
13039,2015/02/23,Southern San Juan,<TL,SE,L,N,R3,D1.5,,,,,,,,,,1
13050,2015/02/22,Aspen,TL,E,SS,AS,R3,D1.5,,11350.0,ft,I,,,,200.0,ft,1
13087,2015/02/09,Front Range,>TL,E,,N,R3,D2,,,,,,,,,,1
13090,2015/02/09,Aspen,>TL,NE,SS,AS,R3,D2,,12500.0,ft,,,,,,,1
13092,2015/02/09,Gunnison,TL,N,SS,AS,R3,D1.5,,,,,,,,,,1
13118,2015/02/05,Vail & Summit County,>TL,NW,HS,AM,R3,D2,,,,G,,,400.0,,ft,1
13131,2015/02/05,Vail & Summit County,TL,,HS,,R3,D2.5,,,,,,,,,,1
13132,2015/02/05,Front Range,>TL,E,HS,N,R4,D2.5,,,,,,,175.0,,ft,1
13142,2015/02/04,Vail & Summit County,>TL,E,SS,AS,R3,D2,,11800.0,ft,,,,300.0,,ft,1
13148,2015/02/03,Vail & Summit County,TL,S,HS,AS,R3,,,,,,,,,600.0,ft,1
13262,2015/01/13,Southern San Juan,>TL,E,SS,N,R3,D2.5,,,,,,,,,,1
13286,2015/01/08,Front Range,<TL,NE,HS,N,R3,D1.5,,10200.0,ft,,,,75.0,,ft,1
13321,2015/01/06,Northern San Juan,>TL,SE,SS,N,R3,D2.5,,,,,,,100.0,250.0,ft,1
13322,2015/01/06,Northern San Juan,>TL,E,SS,N,R3,D2.5,,,,,,,,600.0,ft,1
13323,2015/01/06,Northern San Juan,>TL,S,SS,N,R3,D2,,,,,,,1000.0,1500.0,ft,1
13325,2015/01/06,Northern San Juan,>TL,E,HS,AM,R3,D2,,12000.0,ft,O,,,,70.0,ft,1
13359,2015/01/02,Aspen,TL,NE,SS,AS,R3,D2.5,,12200.0,ft,O,,,,700.0,ft,1
13372,2014/12/30,Southern San Juan,<TL,E,SS,N,R3,D2,,10500.0,ft,,,,,80.0,ft,1
13373,2014/12/30,Aspen,<TL,NE,SS,N,R3,D1.5,,8600.0,ft,G,,,,100.0,ft,1
13381,2014/12/29,Vail & Summit County,<TL,SW,HS,N,R3,D2,,9900.0,ft,G,,,75.0,100.0,ft,1
13387,2014/12/28,Northern San Juan,TL,NE,,,R3,D2,,,,,,,,,,1
13388,2014/12/28,Vail & Summit County,<TL,N,SS,AS,R3,D2,35.0,11480.0,ft,O,Layer,Depth Hoar,50.0,,ft,1
13390,2014/12/28,Front Range,TL,NE,HS,N,R3,D2.5,,11800.0,ft,G,,,75.0,,ft,1
13402,2014/12/26,Southern San Juan,TL,E,SS,N,R3,D2,,,,,,,,,,1
13403,2014/12/26,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
13405,2014/12/26,Southern San Juan,TL,N,SS,N,R3,D2,,,,,,,,,,1
13407,2014/12/26,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
13408,2014/12/26,Southern San Juan,TL,NE,SS,N,R3,D2.5,,,,,,,,,,1
13409,2014/12/26,Southern San Juan,>TL,NE,SS,N,R4,D3,,,,,,,,,,1
13412,2014/12/25,Gunnison,,SE,SS,N,R3,D2.5,,,,,,,,,,1
13413,2014/12/25,Gunnison,>TL,NE,SS,N,R3,D2,,,,,,,,,,1
13416,2014/12/25,Gunnison,>TL,E,SS,N,R3,D2.5,,,,,,,,,,1
13417,2014/12/25,Gunnison,>TL,NE,SS,N,R3,D3,,,,,,,,,,1
13419,2014/12/25,Gunnison,<TL,NE,SS,N,R3,D1.5,,,,O,,,,,,1
13443,2014/12/23,Front Range,>TL,SE,HS,AA,R3,D2.5,27.0,12400.0,ft,O,Unknown,Unknown,500.0,600.0,ft,1
13464,2014/12/23,Aspen,TL,E,,N,R3,D2.5,,10700.0,ft,,,,,800.0,ft,1
13481,2014/12/22,Aspen,TL,NE,,N,R3,D2,,11000.0,ft,O,,,,350.0,ft,1
13487,2014/12/22,Gunnison,,,,N,R4,D2,,,,,,,,,,1
13498,2014/12/22,Front Range,<TL,E,SS,AS,R3,D1,35.0,10000.0,ft,I,,,,,,1
13531,2014/12/15,Gunnison,TL,E,SS,N,R3,D2,,10900.0,ft,I,Layer,Near Surface Facets,800.0,,ft,1
13595,2014/11/28,Front Range,TL,E,HS,AM,R3,D2.5,50.0,11000.0,ft,,,,550.0,600.0,ft,1
13601,2014/11/27,Vail & Summit County,>TL,SE,HS,AE,R3,D3,38.0,,,,,Depth Hoar,,,,1
13602,2014/11/26,Front Range,>TL,N,HS,AL,R3,D2,34.0,11800.0,ft,I,Interface,Unknown,75.0,90.0,ft,1
13605,2014/11/26,Gunnison,TL,NE,SS,AS,R3,D2.5,38.0,11000.0,ft,,,,120.0,,ft,1
13613,2014/11/26,Front Range,>TL,N,HS,AL,R3,D2,34.0,11800.0,ft,I,Interface,Unknown,80.0,95.0,ft,1
13614,2014/11/25,Gunnison,TL,NE,SS,AS,R3,D2.5,,11000.0,ft,,,,120.0,,ft,1
13617,2014/11/25,Vail & Summit County,>TL,E,HS,N,R3,D2,,,,,,,800.0,,ft,1
13640,2014/11/19,Vail & Summit County,>TL,NW,HS,AR,R3,D2,,12250.0,ft,U,Unknown,Unknown,50.0,100.0,ft,1
13641,2014/11/19,Vail & Summit County,>TL,E,HS,AR,R3,D2,,,,O,Layer,Depth Hoar,90.0,100.0,ft,1
13665,2014/11/16,Vail & Summit County,>TL,N,U,N,R5,U,,,,U,Unknown,Unknown,,,,1
13675,2014/11/16,Gunnison,>TL,E,SS,N,R3,D3,,12400.0,ft,O,,,1000.0,1200.0,ft,1
13685,2014/11/15,Vail & Summit County,>TL,E,HS,N,R3,D2.5,40.0,12300.0,ft,O,Unknown,Unknown,400.0,500.0,ft,1
13686,2014/11/15,Vail & Summit County,<TL,NE,SS,AS,R3,D1,44.0,11500.0,ft,G,Layer,Faceted Crystals,,,,1
13709,2014/05/23,Vail & Summit County,>TL,W,WS,N,R3,D2.5,,,,,,,,,,1
13721,2014/05/17,Vail & Summit County,>TL,S,HS,N,R3,D2,,12200.0,ft,,,,200.0,,ft,1
13732,2014/05/10,Front Range,>TL,SE,,AS,R3,D2.5,,,,O,,,,,,1
13752,2014/04/16,Front Range,TL,NW,WS,N,R3,D2.5,,11400.0,ft,,,,150.0,,ft,1
13757,2014/04/14,Front Range,>TL,SE,HS,N,R3,D2.5,,11900.0,ft,,,,200.0,,ft,1
13780,2014/04/08,Gunnison,<TL,E,WS,N,R3,D2.5,,,,O,,,250.0,300.0,ft,1
13797,2014/04/02,Aspen,>TL,NE,SS,N,R3,D2.5,,12200.0,ft,,,,,500.0,ft,1
13812,2014/03/27,Northern San Juan,>TL,NE,SS,N,R3,D2.5,,12800.0,ft,O,,,,,,1
13814,2014/03/27,Northern San Juan,>TL,SE,WS,N,R4,D3,30.0,1200.0,ft,I,Interface,Crust,,200.0,ft,1
13823,2014/03/17,Northern San Juan,>TL,E,SS,N,R3,D3,,12600.0,ft,G,,,250.0,,m,1
13829,2014/03/13,Aspen,<TL,SW,WS,N,R3,D2,,11000.0,ft,G,Unknown,Unknown,,,,1
13831,2014/03/12,Gunnison,>TL,SW,HS,N,R4,D3.5,,12550.0,ft,O,Unknown,Unknown,1000.0,,ft,1
13837,2014/03/10,Gunnison,>TL,S,HS,N,R3,D3,,13600.0,ft,O,Unknown,,600.0,,ft,1
13839,2014/03/10,Gunnison,>TL,SE,HS,N,R3,D3.5,,12600.0,ft,O,Unknown,Unknown,900.0,,ft,1
13842,2014/03/09,Front Range,>TL,E,WS,AS,R3,D1.5,35.0,11245.0,ft,O,Unknown,Unknown,100.0,110.0,ft,1
13853,2014/03/08,Northern San Juan,TL,W,SS,N,R3,D2.5,,,,,,,,,,1
13854,2014/03/08,Northern San Juan,>TL,SW,SS,N,R3,D2.5,,,,,,,,,,1
13855,2014/03/08,Northern San Juan,>TL,SW,SS,N,R3,D3,,,,,,,,,,1
13857,2014/03/07,Aspen,TL,NE,U,N,R3,D2,,,,,,,,,,1
13860,2014/03/05,Northern San Juan,TL,NE,HS,AS,R3,D3,45.0,11900.0,ft,G,,,,,,1
13864,2014/03/03,Aspen,TL,E,SS,N,R3,D2.5,,10750.0,ft,O,Interface,Crust,750.0,1100.0,ft,1
13865,2014/03/03,Aspen,<TL,SE,SS,N,R3,D2,,10350.0,ft,O,Interface,Crust,,400.0,ft,1
13866,2014/03/03,Northern San Juan,>TL,NE,SS,AS,R3,D3,,,,,,,,,,1
13873,2014/03/03,Northern San Juan,>TL,E,SS,N,R3,D2.5,,,,,,,300.0,,ft,1
13874,2014/03/03,Vail & Summit County,TL,NW,HS,AS,R3,D2.5,,,,O,,,,,,1
13875,2014/03/02,Northern San Juan,>TL,S,,N,R3,D3,,,,,,,,,,1
13882,2014/03/02,Southern San Juan,TL,E,SS,N,R3,D2,,,,,,,,,,1
13885,2014/03/02,Northern San Juan,>TL,S,,N,R4,D3,,,,,,,,,,1
13886,2014/03/02,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
13889,2014/03/02,Northern San Juan,>TL,S,SS,AA,R3,D2,,,,,,,,,,1
13894,2014/03/01,Northern San Juan,TL,NE,SS,N,R3,D3,,11900.0,ft,,,,200.0,350.0,m,1
13903,2014/02/28,Northern San Juan,<TL,E,SS,AL,R3,D2,,,,,,,,,,1
13916,2014/02/27,Northern San Juan,>TL,E,SS,N,R3,D2.5,,,,,,,300.0,400.0,ft,1
13917,2014/02/26,Northern San Juan,TL,NW,SS,AR,R3,D2.5,35.0,11600.0,ft,O,,,,,,1
13920,2014/02/25,Northern San Juan,>TL,SE,SS,N,R4,D3,,,,G,,,,,,1
13921,2014/02/25,Northern San Juan,>TL,SE,SS,N,R3,D2.5,,,,U,,,250.0,,ft,1
13922,2014/02/24,Northern San Juan,>TL,W,HS,AS,R3,D3,,12900.0,ft,O,,,,,,1
13929,2014/02/21,Gunnison,>TL,SE,HS,N,R4,D3,,,,O,,,2000.0,,ft,1
13930,2014/02/21,Aspen,>TL,NE,SS,N,R3,,,,,,,,,,,1
13931,2014/02/21,Aspen,>TL,W,HS,N,R4,D4,,,,,,,,,,1
13933,2014/02/19,Aspen,>TL,W,SS,N,R3,D3,,12300.0,ft,O,Layer,Unknown,,,,1
13934,2014/02/19,Aspen,<TL,E,SS,N,R4,D2.5,,9100.0,ft,O,Layer,Unknown,,300.0,ft,1
13935,2014/02/19,Aspen,>TL,NW,U,N,R3,D3,,12600.0,ft,O,Layer,Unknown,,1000.0,ft,1
13936,2014/02/19,Aspen,<TL,W,SS,N,R4,D3,,10400.0,ft,O,Layer,Unknown,,,,1
13937,2014/02/19,Aspen,TL,SW,,N,R3,D2,,11100.0,ft,O,Layer,Unknown,,200.0,ft,1
13938,2014/02/19,Aspen,TL,SW,HS,N,R3,D2.5,,,,O,Layer,Unknown,,400.0,ft,1
13940,2014/02/18,Front Range,TL,E,HS,N,R3,D3,,,,,,,,,,1
13941,2014/02/17,Vail & Summit County,<TL,W,HS,N,R3,D3,32.0,10600.0,ft,G,Layer,Depth Hoar,90.0,,ft,1
13943,2014/02/17,Vail & Summit County,>TL,SE,HS,N,R3,D3.5,,,,,,,,,,1
13944,2014/02/17,Northern San Juan,<TL,NE,SS,N,R3,D2,,11600.0,ft,U,Unknown,Unknown,200.0,,ft,1
13945,2014/02/17,Northern San Juan,>TL,NE,U,N,R3,D2.5,,12200.0,ft,U,Unknown,Unknown,350.0,400.0,ft,1
13949,2014/02/16,Aspen,TL,SE,HS,N,R4,D2.5,,12000.0,ft,O,Layer,Faceted Crystals,250.0,300.0,ft,1
13951,2014/02/16,Northern San Juan,>TL,E,HS,N,R3,D2.5,,,,,,,,,,1
13954,2014/02/16,Gunnison,>TL,E,HS,N,R3,D3,,11900.0,ft,O,,,1000.0,,ft,1
13957,2014/02/15,Southern San Juan,<TL,NW,HS,N,R3,D2,,,,O,,,,,,1
13965,2014/02/14,Gunnison,All,NE,HS,N,R5,D4,,,,,,,3000.0,,ft,1
13966,2014/02/14,Aspen,TL,NE,HS,N,R4,D2.5,,12000.0,ft,O,Layer,Unknown,,400.0,ft,1
13967,2014/02/14,Vail & Summit County,TL,W,HS,U,R3,D2.5,,11500.0,ft,,,,,,,1
